customer_id,customer_name,year,month,num_orders
Ag-10675,Anna Gayman,2016,1,1
Ag-10675,Anna Gayman,2016,9,1
Ag-10900,Arthur Gainer,2015,9,2
Ag-10900,Arthur Gainer,2016,5,1
Ag-10900,Arthur Gainer,2016,12,1
Ag-10900,Arthur Gainer,2017,5,1
Ag-10900,Arthur Gainer,2017,9,1
Ah-10030,Aaron Hawkins,2014,5,1
Ah-10030,Aaron Hawkins,2016,3,1
Ah-10075,Adam Hart,2017,4,1
Ah-10075,Adam Hart,2017,5,1
Ah-10075,Adam Hart,2017,10,1
Ah-10120,Adrian Hane,2014,7,1
Ah-10120,Adrian Hane,2016,12,1
Ah-10195,Alan Haines,2015,3,1
Ah-10465,Amy Hunt,2015,1,1
Ah-10465,Amy Hunt,2016,5,1
Ah-10585,Angele Hood,2014,10,1
Ah-10585,Angele Hood,2017,7,1
Ah-10690,Anna HBerlin,2014,4,1
Ah-10690,Anna HBerlin,2015,8,1
Ah-10690,Anna HBerlin,2015,11,1
Ah-10690,Anna HBerlin,2016,5,1
Ah-10690,Anna HBerlin,2016,7,1
Ah-10690,Anna HBerlin,2016,10,1
Ai-10855,Arianne Irving,2016,11,1
Ai-10855,Arianne Irving,2017,12,2
Aj-10780,Anthony Jacobs,2014,1,1
Aj-10780,Anthony Jacobs,2014,10,1
Aj-10780,Anthony Jacobs,2017,5,1
Aj-10795,Anthony Johnson,2014,5,1
Aj-10795,Anthony Johnson,2014,12,1
Aj-10795,Anthony Johnson,2016,1,1
Aj-10795,Anthony Johnson,2016,9,1
Aj-10795,Anthony Johnson,2017,7,1
Aj-10945,Ashley Jarboe,2016,11,1
Am-10360,Alice Mccarthy,2017,5,1
Am-10705,Anne Mcfarland,2014,10,1
Am-10705,Anne Mcfarland,2016,9,1
Am-10705,Anne Mcfarland,2017,6,1
Am-10705,Anne Mcfarland,2017,7,1
Ao-10810,Anthony O'Donnell,2016,8,1
Ap-10720,Anne Pryor,2016,9,2
Ap-10720,Anne Pryor,2016,10,1
Ap-10720,Anne Pryor,2017,11,1
Ap-10915,Arthur Prichep,2014,8,1
Ap-10915,Arthur Prichep,2014,9,1
Ap-10915,Arthur Prichep,2014,11,1
Ap-10915,Arthur Prichep,2016,11,1
Ap-10915,Arthur Prichep,2017,9,1
Ar-10345,Alex Russell,2014,12,1
Ar-10345,Alex Russell,2015,9,1
Ar-10405,Allen Rosenblatt,2014,10,1
Ar-10405,Allen Rosenblatt,2017,8,1
Ar-10540,Andy Reiter,2014,11,1
Ar-10540,Andy Reiter,2017,1,1
Ar-10570,Anemone Ratner,2016,7,1
Ar-10825,Anthony Rawles,2016,6,1
Ar-10825,Anthony Rawles,2016,9,1
Ar-10825,Anthony Rawles,2016,12,1
Ar-10825,Anthony Rawles,2017,7,1
As-10045,Aaron Smayling,2016,9,1
As-10045,Aaron Smayling,2017,10,1
As-10090,Adam Shillingsburg,2014,9,1
As-10090,Adam Shillingsburg,2015,11,1
As-10090,Adam Shillingsburg,2016,6,1
As-10090,Adam Shillingsburg,2017,9,1
As-10135,Adrian Shami,2016,11,1
As-10225,Alan Schoenberger,2014,10,1
As-10225,Alan Schoenberger,2015,5,1
As-10225,Alan Schoenberger,2017,9,1
As-10240,Alan Shonely,2014,3,1
As-10240,Alan Shonely,2017,6,1
As-10285,Alejandro Savely,2016,11,2
As-10630,Ann Steele,2015,9,1
As-10630,Ann Steele,2016,9,1
At-10435,Alyssa Tate,2016,11,1
At-10435,Alyssa Tate,2017,12,1
At-10735,Annie Thurman,2017,12,1
Aw-10840,Anthony Witt,2017,12,1
Aw-10930,Arthur Wiediger,2015,11,1
Aw-10930,Arthur Wiediger,2016,6,1
Ay-10555,Andy Yotov,2014,4,1
Ay-10555,Andy Yotov,2017,12,1
Az-10750,Annie Zypern,2014,3,1
Az-10750,Annie Zypern,2016,2,1
Bb-11545,Brenda Bowman,2016,11,2
Bb-11545,Brenda Bowman,2016,12,1
Bb-11545,Brenda Bowman,2017,8,1
Bb-11545,Brenda Bowman,2017,12,1
Bc-11125,Becky Castell,2014,7,1
Bc-11125,Becky Castell,2014,9,1
Bc-11125,Becky Castell,2016,4,1
Bc-11125,Becky Castell,2016,8,1
Bc-11125,Becky Castell,2017,5,1
Bc-11125,Becky Castell,2017,6,1
Bd-11320,Bill Donatelli,2015,5,1
Bd-11320,Bill Donatelli,2016,4,1
Bd-11320,Bill Donatelli,2016,8,1
Bd-11320,Bill Donatelli,2016,10,1
Bd-11320,Bill Donatelli,2017,11,1
Bd-11500,Bradley Drucker,2017,1,1
Bd-11500,Bradley Drucker,2017,11,1
Bd-11605,Brian Dahlen,2014,1,1
Bd-11605,Brian Dahlen,2014,8,1
Bd-11605,Brian Dahlen,2015,6,1
Bd-11605,Brian Dahlen,2016,4,1
Bd-11605,Brian Dahlen,2016,12,1
Bd-11620,Brian Decherney,2016,10,1
Bd-11620,Brian Decherney,2017,10,1
Bd-11635,Brian Derr,2015,12,1
Bd-11725,Bruce Degenhardt,2015,7,1
Bd-11725,Bruce Degenhardt,2017,5,1
Bd-11725,Bruce Degenhardt,2017,8,1
Bd-11725,Bruce Degenhardt,2017,9,1
Bd-11770,Bryan Davis,2017,2,1
Be-11335,Bill Eplett,2017,3,1
Be-11335,Bill Eplett,2017,7,1
Be-11455,Brad Eason,2015,8,1
Be-11455,Brad Eason,2016,5,1
Bf-10975,Barbara Fisher,2014,8,1
Bf-10975,Barbara Fisher,2015,7,1
Bf-11005,Barry Franz,2016,7,1
Bf-11020,Barry FranzSisch,2016,7,1
Bf-11020,Barry FranzSisch,2016,8,1
Bf-11020,Barry FranzSisch,2017,4,1
Bf-11020,Barry FranzSisch,2017,9,1
Bf-11170,Ben Ferrer,2014,12,1
Bf-11170,Ben Ferrer,2016,4,2
Bf-11170,Ben Ferrer,2016,11,1
Bf-11170,Ben Ferrer,2017,12,1
Bf-11215,Benjamin Farhat,2014,11,1
Bf-11215,Benjamin Farhat,2016,6,1
Bf-11275,Beth Fritzler,2014,3,1
Bg-11035,Barry Gonzalez,2014,11,1
Bg-11695,Brooke Gillingham,2016,12,1
Bg-11695,Brooke Gillingham,2017,9,1
Bg-11740,Bruce Geld,2016,8,1
Bg-11740,Bruce Geld,2017,4,1
Bg-11740,Bruce Geld,2017,11,1
Bh-11710,Brosina Hoffman,2014,6,1
Bh-11710,Brosina Hoffman,2014,11,1
Bk-11260,Berenike Kampe,2014,12,1
Bk-11260,Berenike Kampe,2016,11,1
Bm-11140,Becky Martin,2014,9,1
Bm-11140,Becky Martin,2016,9,1
Bm-11140,Becky Martin,2016,12,1
Bm-11575,Brendan Murry,2015,9,1
Bm-11575,Brendan Murry,2016,1,1
Bm-11575,Brendan Murry,2017,5,1
Bm-11650,Brian Moss,2014,9,1
Bm-11650,Brian Moss,2015,11,1
Bm-11650,Brian Moss,2017,11,1
Bm-11785,Bryan Mills,2014,12,1
Bm-11785,Bryan Mills,2015,10,1
Bn-11515,Bradley Nguyen,2014,9,1
Bn-11515,Bradley Nguyen,2016,5,1
Bn-11515,Bradley Nguyen,2017,9,1
Bo-11350,Bill Overfelt,2016,1,1
Bo-11350,Bill Overfelt,2016,4,1
Bo-11350,Bill Overfelt,2017,2,1
Bo-11350,Bill Overfelt,2017,5,1
Bp-11095,Bart Pistole,2017,12,1
Bp-11155,Becky Pak,2016,6,1
Bp-11155,Becky Pak,2017,7,1
Bp-11185,Ben Peterman,2015,8,1
Bp-11185,Ben Peterman,2016,9,1
Bp-11185,Ben Peterman,2016,12,1
Bp-11185,Ben Peterman,2017,12,1
Bp-11230,Benjamin Patterson,2014,4,1
Bp-11230,Benjamin Patterson,2016,12,1
Bp-11230,Benjamin Patterson,2017,11,1
Bp-11290,Beth Paige,2014,10,1
Bp-11290,Beth Paige,2016,4,1
Bp-11290,Beth Paige,2016,5,1
Bp-11290,Beth Paige,2016,7,1
Bp-11290,Beth Paige,2017,11,1
Bs-11365,Bill Shonely,2014,5,1
Bs-11365,Bill Shonely,2014,9,1
Bs-11365,Bill Shonely,2016,4,1
Bs-11365,Bill Shonely,2016,6,1
Bs-11380,Bill Stewart,2017,12,1
Bs-11590,Brendan Sweed,2014,1,1
Bs-11590,Brendan Sweed,2017,11,1
Bs-11665,Brian Stugart,2015,11,1
Bs-11665,Brian Stugart,2016,5,1
Bs-11755,Bruce Stewart,2014,8,1
Bs-11755,Bruce Stewart,2015,10,1
Bs-11755,Bruce Stewart,2016,11,1
Bs-11755,Bruce Stewart,2017,4,1
Bs-11755,Bruce Stewart,2017,12,1
Bt-11305,Beth Thompson,2014,4,1
Bt-11305,Beth Thompson,2015,9,1
Bt-11305,Beth Thompson,2017,1,1
Bt-11395,Bill Tyler,2015,4,1
Bt-11395,Bill Tyler,2015,11,1
Bt-11395,Bill Tyler,2017,3,1
Bt-11440,Bobby Trafton,2014,6,1
Bt-11440,Bobby Trafton,2016,3,1
Bt-11485,Brad Thomas,2016,3,1
Bt-11530,Bradley Talbott,2017,2,1
Bt-11680,Brian Thompson,2015,7,1
Bt-11680,Brian Thompson,2017,11,1
Bt-11680,Brian Thompson,2017,12,1
Bv-11245,Benjamin Venier,2015,6,1
Bv-11245,Benjamin Venier,2016,2,1
Bv-11245,Benjamin Venier,2017,1,1
Bw-11065,Barry Weirich,2015,8,1
Bw-11110,Bart Watters,2015,4,1
Bw-11110,Bart Watters,2016,10,2
Bw-11110,Bart Watters,2017,8,1
Bw-11200,Ben Wallace,2014,8,1
Bw-11200,Ben Wallace,2016,10,2
Ca-11965,Carol Adams,2014,1,1
Ca-11965,Carol Adams,2015,4,1
Ca-11965,Carol Adams,2015,11,1
Ca-12055,Cathy Armstrong,2016,8,1
Ca-12265,Christina Anderson,2015,9,1
Ca-12265,Christina Anderson,2017,7,1
Ca-12265,Christina Anderson,2017,10,1
Ca-12310,Christine Abelman,2014,7,1
Ca-12775,Cynthia Arntzen,2014,6,1
Ca-12775,Cynthia Arntzen,2014,9,1
Ca-12775,Cynthia Arntzen,2015,7,1
Ca-12775,Cynthia Arntzen,2017,5,1
Ca-12775,Cynthia Arntzen,2017,9,1
Cb-12025,Cassandra Brandow,2015,8,2
Cb-12025,Cassandra Brandow,2017,9,1
Cb-12415,Christy Brittain,2016,1,1
Cb-12535,Claudia Bergmann,2015,5,2
Cb-12535,Claudia Bergmann,2016,11,1
Cc-12100,Chad Cunningham,2014,12,1
Cc-12145,Charles Crestani,2014,7,1
Cc-12145,Charles Crestani,2015,1,1
Cc-12145,Charles Crestani,2015,9,1
Cc-12220,Chris Cortes,2014,10,1
Cc-12220,Chris Cortes,2016,3,1
Cc-12220,Chris Cortes,2016,10,1
Cc-12220,Chris Cortes,2017,11,1
Cc-12370,Christopher Conant,2016,7,1
Cc-12370,Christopher Conant,2016,8,1
Cc-12370,Christopher Conant,2017,11,1
Cc-12430,Chuck Clark,2015,9,1
Cc-12430,Chuck Clark,2016,1,1
Cc-12430,Chuck Clark,2017,5,1
Cc-12430,Chuck Clark,2017,10,1
Cc-12475,Cindy Chapman,2017,9,1
Cc-12610,Corey Catlett,2014,8,1
Cc-12610,Corey Catlett,2016,10,1
Cc-12670,Craig Carreira,2014,12,1
Cc-12670,Craig Carreira,2017,6,1
Cd-11920,Carlos Daly,2015,11,1
Cd-11920,Carlos Daly,2016,12,1
Cd-11920,Carlos Daly,2017,11,1
Cd-11980,Carol Darley,2017,3,1
Cd-12280,Christina Demoss,2017,11,1
Cd-12790,Cynthia Delaney,2015,9,1
Cg-12520,Claire Gute,2015,10,1
Cg-12520,Claire Gute,2016,11,1
Cj-12010,Caroline Jumper,2016,3,1
Cj-12010,Caroline Jumper,2016,5,1
Cj-12010,Caroline Jumper,2016,7,1
Cj-12010,Caroline Jumper,2017,3,1
Cj-12010,Caroline Jumper,2017,5,1
Ck-12205,Chloris Kastensmidt,2014,3,1
Ck-12205,Chloris Kastensmidt,2014,7,1
Ck-12205,Chloris Kastensmidt,2015,10,1
Ck-12205,Chloris Kastensmidt,2016,11,1
Ck-12325,Christine Kargatis,2014,3,1
Ck-12325,Christine Kargatis,2014,6,1
Ck-12325,Christine Kargatis,2016,4,1
Ck-12325,Christine Kargatis,2017,2,1
Ck-12595,Clytie Kelty,2014,12,1
Ck-12595,Clytie Kelty,2015,7,1
Ck-12595,Clytie Kelty,2016,4,1
Ck-12760,Cyma Kinney,2015,7,1
Ck-12760,Cyma Kinney,2017,10,1
Cl-11890,Carl Ludwig,2016,12,1
Cl-11890,Carl Ludwig,2017,9,1
Cl-12565,Clay Ludtke,2014,7,1
Cl-12565,Clay Ludtke,2014,9,1
Cl-12565,Clay Ludtke,2016,12,1
Cl-12565,Clay Ludtke,2017,3,1
Cl-12700,Craig Leslie,2016,4,1
Cl-12700,Craig Leslie,2016,9,1
Cm-11815,Candace Mcmahon,2017,8,1
Cm-11935,Carlos Meador,2016,1,1
Cm-12115,Chad Mcguire,2017,3,1
Cm-12115,Chad Mcguire,2017,10,1
Cm-12160,Charles Mccrossin,2016,12,1
Cm-12190,Charlotte Melton,2017,8,1
Cm-12190,Charlotte Melton,2017,12,1
Cm-12235,Chris Mcafee,2016,5,1
Cm-12385,Christopher Martinez,2017,11,1
Cm-12445,Chuck Magee,2016,10,1
Cm-12655,Corinna Mitchell,2015,3,1
Cm-12655,Corinna Mitchell,2015,11,1
Cm-12655,Corinna Mitchell,2017,12,1
Cm-12715,Craig Molinari,2014,3,1
Cm-12715,Craig Molinari,2014,9,1
Cm-12715,Craig Molinari,2015,3,1
Co-12640,Corey-Lock,2014,12,1
Cp-12085,Cathy Prescott,2015,3,1
Cp-12085,Cathy Prescott,2015,9,1
Cp-12085,Cathy Prescott,2017,1,1
Cp-12085,Cathy Prescott,2017,10,1
Cp-12340,Christine Phan,2014,3,1
Cp-12340,Christine Phan,2016,6,1
Cr-12580,Clay Rozendal,2017,11,1
Cr-12625,Corey Roper,2016,9,1
Cr-12730,Craig Reiter,2014,8,1
Cr-12820,Cyra Reiten,2017,2,1
Cs-11845,Cari Sayre,2017,2,1
Cs-11950,Carlos Soltero,2014,6,1
Cs-11950,Carlos Soltero,2014,11,1
Cs-11950,Carlos Soltero,2015,9,1
Cs-11950,Carlos Soltero,2016,10,1
Cs-11950,Carlos Soltero,2017,7,1
Cs-11950,Carlos Soltero,2017,12,1
Cs-12130,Chad Sievert,2014,8,1
Cs-12175,Charles Sheldon,2016,4,1
Cs-12175,Charles Sheldon,2017,5,1
Cs-12250,Chris Selesnick,2014,11,1
Cs-12250,Chris Selesnick,2016,9,1
Cs-12355,Christine Sundaresam,2017,4,1
Cs-12355,Christine Sundaresam,2017,12,1
Cs-12400,Christopher Schild,2017,4,1
Cs-12400,Christopher Schild,2017,9,1
Cs-12460,Chuck Sachs,2017,7,1
Cs-12490,Cindy Schnelling,2016,8,1
Ct-11995,Carol Triggs,2014,5,1
Ct-11995,Carol Triggs,2014,12,1
Ct-11995,Carol Triggs,2017,9,1
Cv-12295,Christina Vanderzanden,2014,3,1
Cv-12295,Christina Vanderzanden,2016,9,1
Cv-12805,Cynthia Voltz,2017,1,1
Cv-12805,Cynthia Voltz,2017,4,2
Cv-12805,Cynthia Voltz,2017,12,1
Cy-12745,Craig Yedwab,2015,6,1
Da-13450,Dianna Arnett,2017,1,1
Db-12910,Daniel Byrd,2016,4,1
Db-12910,Daniel Byrd,2016,9,1
Db-12910,Daniel Byrd,2016,10,1
Db-12910,Daniel Byrd,2017,3,1
Db-12910,Daniel Byrd,2017,12,1
Db-12970,Darren Budd,2014,11,1
Db-12970,Darren Budd,2015,12,1
Db-12970,Darren Budd,2016,7,1
Db-12970,Darren Budd,2016,12,1
Db-13060,Dave Brooks,2014,3,1
Db-13060,Dave Brooks,2017,2,1
Db-13060,Dave Brooks,2017,12,1
Db-13120,David Bremer,2015,5,1
Db-13120,David Bremer,2015,12,1
Db-13210,Dean Braden,2016,6,1
Db-13210,Dean Braden,2016,9,1
Db-13270,Deborah Brumfield,2016,12,2
Db-13270,Deborah Brumfield,2017,6,1
Db-13360,Dennis Bolton,2016,4,1
Db-13405,Denny Blanton,2017,6,1
Db-13555,Dorothy Badders,2014,10,1
Db-13555,Dorothy Badders,2017,3,1
Db-13555,Dorothy Badders,2017,5,1
Db-13660,Duane Benoit,2017,9,1
Db-13660,Duane Benoit,2017,12,1
Dc-12850,Dan Campbell,2016,3,1
Dc-12850,Dan Campbell,2017,8,1
Dc-13285,Debra Catini,2017,10,1
Dc-13285,Debra Catini,2017,12,1
De-13255,Deanra Eno,2014,11,1
De-13255,Deanra Eno,2015,9,1
Df-13135,David Flashing,2016,1,1
Dg-13300,Deirdre Greer,2015,7,1
Dg-13300,Deirdre Greer,2015,10,1
Dh-13075,Dave Hallsten,2015,3,1
Dh-13075,Dave Hallsten,2017,3,1
Dh-13675,Duane Huffman,2014,11,1
Dh-13675,Duane Huffman,2015,9,1
Dh-13675,Duane Huffman,2015,11,1
Dj-13420,Denny Joy,2014,12,1
Dj-13420,Denny Joy,2015,10,1
Dj-13420,Denny Joy,2016,4,1
Dj-13510,Don Jones,2016,8,1
Dj-13510,Don Jones,2017,4,1
Dj-13510,Don Jones,2017,5,1
Dj-13510,Don Jones,2017,11,1
Dj-13630,Doug Jacobs,2017,12,1
Dk-12835,Damala Kotsonis,2014,11,1
Dk-12835,Damala Kotsonis,2016,12,1
Dk-12835,Damala Kotsonis,2017,10,1
Dk-12835,Damala Kotsonis,2017,12,1
Dk-12895,Dana Kaydos,2015,3,1
Dk-12895,Dana Kaydos,2017,11,1
Dk-12985,Darren Koutras,2015,8,1
Dk-12985,Darren Koutras,2015,12,1
Dk-12985,Darren Koutras,2017,12,1
Dk-13090,Dave Kipp,2015,3,1
Dk-13090,Dave Kipp,2016,2,1
Dk-13225,Dean Katz,2015,12,1
Dk-13225,Dean Katz,2016,3,1
Dk-13225,Dean Katz,2016,11,1
Dk-13375,Dennis Kane,2015,12,1
Dk-13375,Dennis Kane,2016,7,1
Dk-13375,Dennis Kane,2017,7,1
Dl-12865,Dan Lawera,2014,10,1
Dl-12865,Dan Lawera,2016,5,1
Dl-12865,Dan Lawera,2016,9,1
Dl-12925,Daniel Lacy,2014,11,1
Dl-12925,Daniel Lacy,2015,5,1
Dl-12925,Daniel Lacy,2015,9,1
Dl-13315,Delfina Latchford,2014,1,1
Dl-13315,Delfina Latchford,2017,12,1
Dl-13330,Denise Leinenbach,2017,11,1
Dl-13495,Dionis Lloyd,2015,12,1
Dl-13495,Dionis Lloyd,2017,10,1
Dl-13600,Dorris Liebe,2016,4,1
Dl-13600,Dorris Liebe,2017,9,1
Dm-12955,Dario Medina,2015,9,1
Dm-12955,Dario Medina,2016,3,1
Dm-13015,Darrin Martin,2014,9,1
Dm-13015,Darrin Martin,2016,5,1
Dm-13345,Denise Monton,2015,4,1
Dm-13345,Denise Monton,2016,6,1
Dm-13345,Denise Monton,2017,4,1
Dm-13525,Don Miller,2014,7,1
Dm-13525,Don Miller,2015,9,1
Dn-13690,Duane Noonan,2014,9,1
Dn-13690,Duane Noonan,2016,6,1
Dn-13690,Duane Noonan,2016,12,1
Dn-13690,Duane Noonan,2017,5,1
Do-13435,Denny Ordway,2015,11,1
Do-13645,Doug O'Connell,2017,9,1
Do-13645,Doug O'Connell,2017,12,1
Dp-13000,Darren Powers,2014,11,1
Dp-13000,Darren Powers,2015,4,1
Dp-13000,Darren Powers,2017,8,1
Dp-13105,Dave Poirier,2016,9,1
Dp-13165,David Philippe,2014,12,1
Dp-13240,Dean Percer,2014,10,1
Dp-13240,Dean Percer,2017,8,1
Dp-13240,Dean Percer,2017,10,2
Dp-13390,Dennis Pardue,2015,3,1
Dr-12880,Dan Reichenbach,2015,11,1
Dr-12880,Dan Reichenbach,2017,6,2
Dr-12880,Dan Reichenbach,2017,8,1
Dr-12940,Daniel Raglin,2015,3,1
Dr-12940,Daniel Raglin,2015,9,1
Dr-12940,Daniel Raglin,2016,11,1
Ds-13030,Darrin Sayre,2014,7,1
Ds-13030,Darrin Sayre,2017,1,1
Ds-13030,Darrin Sayre,2017,9,1
Ds-13180,David Smith,2015,8,2
Ds-13180,David Smith,2016,3,1
Ds-13180,David Smith,2016,11,1
Ds-13180,David Smith,2016,12,1
Ds-13180,David Smith,2017,3,1
Dv-13045,Darrin Van Huff,2017,6,1
Dv-13045,Darrin Van Huff,2017,12,2
Dw-13195,David Wiener,2014,8,1
Dw-13195,David Wiener,2016,11,1
Dw-13195,David Wiener,2017,10,1
Dw-13480,Dianna Wilson,2014,6,1
Dw-13480,Dianna Wilson,2016,11,1
Dw-13540,Don Weiss,2016,2,1
Dw-13585,Dorothy Wardle,2015,6,1
Dw-13585,Dorothy Wardle,2017,4,1
Dw-13585,Dorothy Wardle,2017,5,1
Ea-14035,Erin Ashbrook,2014,11,1
Ea-14035,Erin Ashbrook,2016,2,2
Ea-14035,Erin Ashbrook,2016,7,1
Eb-13705,Ed Braxton,2014,7,1
Eb-13705,Ed Braxton,2014,12,1
Eb-13705,Ed Braxton,2015,3,1
Eb-13705,Ed Braxton,2016,6,1
Eb-13705,Ed Braxton,2017,10,1
Eb-13750,Edward Becker,2015,3,1
Eb-13750,Edward Becker,2015,6,1
Eb-13750,Edward Becker,2016,9,1
Eb-13750,Edward Becker,2016,11,1
Eb-13750,Edward Becker,2017,11,1
Eb-13840,Ellis Ballard,2014,12,1
Eb-13840,Ellis Ballard,2015,3,1
Eb-13840,Ellis Ballard,2017,10,1
Eb-13870,Emily Burns,2014,5,1
Eb-13870,Emily Burns,2015,9,1
Eb-13870,Emily Burns,2016,10,1
Eb-13870,Emily Burns,2017,1,1
Eb-13930,Eric Barreto,2016,10,1
Eb-13930,Eric Barreto,2017,7,1
Eb-14110,Eugene Barchas,2015,4,1
Eb-14110,Eugene Barchas,2015,11,1
Eb-14110,Eugene Barchas,2016,11,1
Eb-14170,Evan Bailliet,2014,10,1
Ec-14050,Erin Creighton,2017,7,1
Ed-13885,Emily Ducich,2015,11,1
Ed-13885,Emily Ducich,2017,2,1
Ed-13885,Emily Ducich,2017,8,1
Eg-13900,Emily Grady,2016,12,1
Eg-13900,Emily Grady,2017,12,1
Eh-13765,Edward Hooks,2015,9,1
Eh-13765,Edward Hooks,2016,3,1
Eh-13765,Edward Hooks,2016,5,1
Eh-13765,Edward Hooks,2016,9,1
Eh-13765,Edward Hooks,2017,8,1
Eh-13945,Eric Hoffmann,2015,12,1
Eh-13945,Eric Hoffmann,2016,11,1
Eh-13990,Erica Hackney,2014,11,1
Eh-13990,Erica Hackney,2016,3,1
Eh-14005,Erica Hernandez,2017,9,1
Eh-14125,Eugene Hildebrand,2016,9,1
Eh-14125,Eugene Hildebrand,2017,1,1
Ej-13720,Ed Jacobs,2014,1,1
Ej-13720,Ed Jacobs,2014,12,1
Ej-13720,Ed Jacobs,2017,3,1
Ej-14155,Eva Jacobs,2014,3,1
Ej-14155,Eva Jacobs,2016,12,1
Ek-13795,Eileen Kiefer,2014,3,1
El-13735,Ed Ludwig,2016,4,1
Em-13810,Eleni Mccrary,2015,7,1
Em-13810,Eleni Mccrary,2015,8,1
Em-13825,Elizabeth Moffitt,2015,5,1
Em-13825,Elizabeth Moffitt,2016,9,1
Em-13825,Elizabeth Moffitt,2017,7,1
Em-14065,Erin Mull,2017,6,1
Em-14140,Eugene Moren,2016,5,1
Em-14140,Eugene Moren,2017,11,1
Em-14200,Evan Minnotte,2017,7,1
En-13780,Edward Nazzal,2016,6,1
Ep-13915,Emily Phan,2016,10,1
Ep-13915,Emily Phan,2016,11,1
Ep-13915,Emily Phan,2017,3,1
Ep-13915,Emily Phan,2017,11,1
Ep-13915,Emily Phan,2017,12,1
Er-13855,Elpida Rittenbach,2016,11,1
Es-14020,Erica Smith,2017,9,1
Es-14020,Erica Smith,2017,11,1
Es-14080,Erin Smith,2015,2,1
Es-14080,Erin Smith,2016,12,1
Fa-14230,Frank Atkinson,2015,2,1
Fa-14230,Frank Atkinson,2015,7,1
Fa-14230,Frank Atkinson,2015,9,1
Fa-14230,Frank Atkinson,2015,10,1
Fa-14230,Frank Atkinson,2016,11,1
Fc-14245,Frank Carlisle,2015,9,1
Fc-14335,Fred Chung,2016,3,1
Fh-14275,Frank Hawley,2014,10,1
Fh-14275,Frank Hawley,2017,9,1
Fh-14350,Fred Harton,2017,2,1
Fh-14365,Fred Hopkins,2014,10,1
Fh-14365,Fred Hopkins,2015,11,1
Fm-14215,Filia Mcadams,2016,9,1
Fm-14215,Filia Mcadams,2017,4,1
Fm-14215,Filia Mcadams,2017,12,1
Fm-14380,Fred Mcmath,2015,10,1
Fo-14305,Frank Olsen,2014,6,1
Fp-14320,Frank Preis,2015,4,1
Fp-14320,Frank Preis,2016,4,1
Ga-14515,George Ashbrook,2017,6,2
Ga-14725,Guy Armstrong,2014,2,1
Ga-14725,Guy Armstrong,2014,3,1
Ga-14725,Guy Armstrong,2015,10,1
Ga-14725,Guy Armstrong,2017,1,1
Gb-14530,George Bell,2015,9,2
Gb-14530,George Bell,2015,11,1
Gb-14530,George Bell,2016,5,1
Gb-14530,George Bell,2016,7,1
Gb-14530,George Bell,2016,8,1
Gb-14530,George Bell,2017,4,1
Gb-14575,Giulietta Baptist,2015,6,1
Gb-14575,Giulietta Baptist,2015,9,1
Gb-14575,Giulietta Baptist,2016,3,1
Gg-14650,Greg Guthrie,2014,10,1
Gg-14650,Greg Guthrie,2017,10,1
Gh-14410,Gary Hansen,2015,7,1
Gh-14410,Gary Hansen,2017,6,2
Gh-14425,Gary Hwang,2014,6,1
Gh-14425,Gary Hwang,2015,12,1
Gh-14485,Gene Hale,2015,10,1
Gh-14485,Gene Hale,2016,12,1
Gh-14665,Greg Hansen,2017,12,1
Gk-14620,Grace Kelly,2014,7,1
